model,adapter,task,method,ttc,signal,bin,bin_position,mean,sem,n
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,4,0.5714285714285714,0.040451112460240954,0.008907067811536423,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,5,0.7142857142857143,0.03857963304962322,0.0049285145007654995,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,6,0.8571428571428571,0.07096088188696113,0.012443236424407996,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_entropy,7,1.0,0.43918814894868086,0.04687138050888917,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,0,0.0,0.020328078958927007,0.012082656676797449,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,1,0.14285714285714285,0.009871806480227339,0.008620289478328177,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,2,0.2857142857142857,0.00016862329970326482,3.351843029500307e-05,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,3,0.42857142857142855,0.0009247655625954198,0.00012500678004199843,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,4,0.5714285714285714,0.09363196897892229,0.03217467234023295,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,5,0.7142857142857143,0.38352840058451027,0.054845763681381665,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,6,0.8571428571428571,0.0684035315974944,0.009129275271150813,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,32.0,action_entropy,7,1.0,0.6758980411910702,0.04755866261116584,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,0,0.0,0.22816350625576512,0.02295983929295244,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,1,0.14285714285714285,0.203981293271385,0.02115023268051873,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,2,0.2857142857142857,0.04711995590002353,0.008788660006598762,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,3,0.42857142857142855,0.06871904683762836,0.008213671883169132,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,4,0.5714285714285714,0.07349487967361142,0.007316062103075612,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,5,0.7142857142857143,0.09289363956732809,0.008634126314513527,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,6,0.8571428571428571,0.1257087446731268,0.012827289328249175,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,reasoning_entropy,7,1.0,0.5030412556635544,0.041690078125124375,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,0,0.0,0.004537574985847136,0.002404063208502111,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,1,0.14285714285714285,0.004134399032865341,0.002409200742392616,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,2,0.2857142857142857,0.001377935594657811,0.0009569617385099657,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,3,0.42857142857142855,0.0010452759474067763,0.00019075855370053068,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,4,0.5714285714285714,0.09994993296895939,0.0339214205296572,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,5,0.7142857142857143,0.3850830261443412,0.05483297439557803,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,6,0.8571428571428571,0.09491061385887635,0.01854912181990501,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,64.0,action_entropy,7,1.0,0.629678594169842,0.04812402749020432,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,0,0.0,0.23639933596608376,0.028189142300510155,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,1,0.14285714285714285,0.17465365735879526,0.02841169385226579,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,2,0.2857142857142857,0.09441211681714,0.015863904932618925,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,3,0.42857142857142855,0.14165899973667323,0.015649753525262742,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,4,0.5714285714285714,0.12773724054771035,0.013371955191978887,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,5,0.7142857142857143,0.14966824362293046,0.0162980658792953,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,6,0.8571428571428571,0.1694804933323409,0.016163980775710633,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,reasoning_entropy,7,1.0,0.5681826596648165,0.03963376219956354,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,0,0.0,0.02323713140827345,0.00995446036918007,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,1,0.14285714285714285,0.017516605048087216,0.009189912834451416,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,2,0.2857142857142857,0.006277185985003387,0.005911310650596578,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,3,0.42857142857142855,0.0010090968517135572,0.0002948024486394576,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,4,0.5714285714285714,0.08727855670692532,0.03184816370576988,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,5,0.7142857142857143,0.38204799309049947,0.054795304609918404,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,6,0.8571428571428571,0.08983818962305566,0.018126779692183265,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,128.0,action_entropy,7,1.0,0.6327909698894775,0.04931910681431456,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,0,0.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,6,0.8571428571428571,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_p,7,1.0,,0.0,0
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,0,0.0,0.22740808038211108,0.028946816907311327,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,1,0.14285714285714285,0.22610515383572,0.02748760959231592,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,2,0.2857142857142857,0.14172804575297576,0.015342149065799324,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,3,0.42857142857142855,0.16843305174260081,0.01619339244243473,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,4,0.5714285714285714,0.13837020042698878,0.014076411573617997,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,5,0.7142857142857143,0.13613223568104688,0.013900871666327518,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,6,0.8571428571428571,0.15706630277703285,0.015849456612102818,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,reasoning_entropy,7,1.0,0.5685240689964077,0.03928539982169016,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,0,0.0,0.006448489227235162,0.0036396095261111254,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,1,0.14285714285714285,0.00601460789451374,0.0036457241273888654,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,2,0.2857142857142857,0.00030135754951506673,9.011422135690664e-05,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,3,0.42857142857142855,0.0046439597985169475,0.0025448436576461474,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,4,0.5714285714285714,0.14994217183695016,0.040523775544886405,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,5,0.7142857142857143,0.34159748439069,0.05235576743601226,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,6,0.8571428571428571,0.0957463099607558,0.018906024329925317,90
LlamaMix05,mix05,pick_and_place_simple,react_ttc_monitored,256.0,action_entropy,7,1.0,0.6370774308356837,0.04827155167498325,90
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,reasoning_entropy,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_baseline,,action_entropy,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,0,0.0,0.3931418270591337,0.040214318479639063,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,1,0.14285714285714285,0.3277575302372151,0.04035767640116183,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,2,0.2857142857142857,0.09414611228925186,0.025645073261695798,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,3,0.42857142857142855,0.1458094743734945,0.03246076457239259,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,4,0.5714285714285714,0.2064203011454558,0.03938036102660862,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,5,0.7142857142857143,0.18550698188407166,0.03629237484573576,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,6,0.8571428571428571,0.21710469387605522,0.03777426748337571,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,reasoning_entropy,7,1.0,0.5776321818527829,0.03943322575265155,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,0,0.0,0.0007980538801348302,0.00016332220385186646,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,1,0.14285714285714285,0.011794308326681843,0.011259821254676393,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,2,0.2857142857142857,0.00136943940001103,0.001132865584764401,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,3,0.42857142857142855,0.0018124333320506788,0.0015856095133793455,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,4,0.5714285714285714,0.21742811906411208,0.043842045504516675,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,5,0.7142857142857143,0.22834918362348072,0.044829488754512405,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,6,0.8571428571428571,0.2917863313431859,0.04762265820695543,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,8.0,action_entropy,7,1.0,0.846389397254477,0.036194181245283084,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,0,0.0,0.47988961872033725,0.04311745055471013,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,1,0.14285714285714285,0.34548547748639835,0.04457517140429026,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,2,0.2857142857142857,0.15893320279561945,0.030381676018955805,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,3,0.42857142857142855,0.18802865199432614,0.0313735307451029,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,4,0.5714285714285714,0.17050945496251482,0.02697576539110481,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,5,0.7142857142857143,0.13977108426418922,0.025608412398495893,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,6,0.8571428571428571,0.18691971187280126,0.029149031353991762,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,reasoning_entropy,7,1.0,0.5607359981694973,0.0345275039322097,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,0,0.0,0.011479870515177026,0.007904226609697973,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,1,0.14285714285714285,0.010975581248989154,0.007902279439161063,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,2,0.2857142857142857,0.00017408362666631986,4.21770080274604e-05,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,3,0.42857142857142855,0.00043684740232617685,0.00012082354124041007,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,4,0.5714285714285714,0.20926683593434584,0.04416355989644723,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,5,0.7142857142857143,0.199168069209558,0.04296308726392833,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,6,0.8571428571428571,0.27060586542483855,0.04725233605336779,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,16.0,action_entropy,7,1.0,0.8196575587785699,0.04049723614973153,90
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,6,0.8571428571428571,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,reasoning_p,7,1.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,0,0.0,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,1,0.14285714285714285,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,2,0.2857142857142857,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,3,0.42857142857142855,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,4,0.5714285714285714,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,5,0.7142857142857143,,0.0,0
LlamaMix10,mix10,pick_and_place_simple,react_ttc_monitored,32.0,action_p,6,0.8571428571428571,,0.0,0
